State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Chhattisgarh,2018,4,Baloda Bazar,60270,21.6632098,82.1493121,Central Region
Chhattisgarh,2018,4,Surguja,51776,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2018,4,Mahasamund,47626,21.113837,82.092952,Central Region
Chhattisgarh,2019,1,Raipur,351495,21.2317387,81.6401796,Central Region
Chhattisgarh,2019,1,Durg,224058,21.1874054,81.2793137,Central Region
Chhattisgarh,2019,1,Bilaspur,184636,22.4082821,82.3921724,Central Region
Chhattisgarh,2019,1,Raigarh,139059,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,1,Janjgir Champa,130114,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,1,Korba,105570,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2019,1,Rajnandgaon,78320,21.166667,81.0,Central Region
Chhattisgarh,2019,1,Baloda Bazar,73454,21.6632098,82.1493121,Central Region
Chhattisgarh,2019,1,Surguja,62300,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2019,1,Mahasamund,56953,21.113837,82.092952,Central Region
Chhattisgarh,2019,2,Raipur,405792,21.2317387,81.6401796,Central Region
Chhattisgarh,2019,2,Durg,257557,21.1874054,81.2793137,Central Region
Chhattisgarh,2019,2,Bilaspur,209039,22.4082821,82.3921724,Central Region
Chhattisgarh,2019,2,Raigarh,156178,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,2,Janjgir Champa,147327,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,2,Korba,119540,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2019,2,Rajnandgaon,91198,21.166667,81.0,Central Region
Chhattisgarh,2019,2,Baloda Bazar,84458,21.6632098,82.1493121,Central Region
Chhattisgarh,2019,2,Surguja,71076,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2019,2,Mahasamund,65492,21.113837,82.092952,Central Region
Chhattisgarh,2019,3,Raipur,455785,21.2317387,81.6401796,Central Region
Chhattisgarh,2019,3,Durg,289803,21.1874054,81.2793137,Central Region
Chhattisgarh,2019,3,Bilaspur,230364,22.4082821,82.3921724,Central Region
Chhattisgarh,2019,3,Raigarh,170447,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,3,Janjgir Champa,161232,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,3,Korba,131850,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2019,3,Rajnandgaon,101617,21.166667,81.0,Central Region
Chhattisgarh,2019,3,Baloda Bazar,93416,21.6632098,82.1493121,Central Region
Chhattisgarh,2019,3,Surguja,79170,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2019,3,Mahasamund,72039,21.113837,82.092952,Central Region
Chhattisgarh,2019,4,Raipur,506122,21.2317387,81.6401796,Central Region
Chhattisgarh,2019,4,Durg,321390,21.1874054,81.2793137,Central Region
Chhattisgarh,2019,4,Bilaspur,257350,22.4082821,82.3921724,Central Region
Chhattisgarh,2019,4,Raigarh,189764,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,4,Janjgir Champa,180195,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2019,4,Korba,147812,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2019,4,Rajnandgaon,113965,21.166667,81.0,Central Region
Chhattisgarh,2019,4,Baloda Bazar,104742,21.6632098,82.1493121,Central Region
Chhattisgarh,2019,4,Surguja,89297,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2019,4,Mahasamund,80893,21.113837,82.092952,Central Region
Chhattisgarh,2020,1,Raipur,559412,21.2317387,81.6401796,Central Region
Chhattisgarh,2020,1,Durg,353311,21.1874054,81.2793137,Central Region
Chhattisgarh,2020,1,Bilaspur,284320,22.4082821,82.3921724,Central Region
Chhattisgarh,2020,1,Raigarh,208338,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,1,Janjgir Champa,199431,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,1,Korba,163500,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2020,1,Rajnandgaon,126699,21.166667,81.0,Central Region
Chhattisgarh,2020,1,Baloda Bazar,115907,21.6632098,82.1493121,Central Region
Chhattisgarh,2020,1,Surguja,98711,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2020,1,Mahasamund,89942,21.113837,82.092952,Central Region
Chhattisgarh,2020,2,Raipur,616931,21.2317387,81.6401796,Central Region
Chhattisgarh,2020,2,Durg,387874,21.1874054,81.2793137,Central Region
Chhattisgarh,2020,2,Bilaspur,316669,22.4082821,82.3921724,Central Region
Chhattisgarh,2020,2,Raigarh,233080,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,2,Janjgir Champa,227716,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,2,Korba,184399,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2020,2,Rajnandgaon,146098,21.166667,81.0,Central Region
Chhattisgarh,2020,2,Baloda Bazar,134301,21.6632098,82.1493121,Central Region
Chhattisgarh,2020,2,Surguja,110765,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2020,2,Mahasamund,103117,21.113837,82.092952,Central Region
Chhattisgarh,2020,3,Raipur,679027,21.2317387,81.6401796,Central Region
Chhattisgarh,2020,3,Durg,426052,21.1874054,81.2793137,Central Region
Chhattisgarh,2020,3,Bilaspur,349586,22.4082821,82.3921724,Central Region
Chhattisgarh,2020,3,Raigarh,259581,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,3,Janjgir Champa,254275,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,3,Korba,204448,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2020,3,Rajnandgaon,166416,21.166667,81.0,Central Region
Chhattisgarh,2020,3,Baloda Bazar,150975,21.6632098,82.1493121,Central Region
Chhattisgarh,2020,3,Surguja,124081,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2020,3,Mahasamund,116370,21.113837,82.092952,Central Region
Chhattisgarh,2020,4,Raipur,743167,21.2317387,81.6401796,Central Region
Chhattisgarh,2020,4,Durg,464870,21.1874054,81.2793137,Central Region
Chhattisgarh,2020,4,Bilaspur,384115,22.4082821,82.3921724,Central Region
Chhattisgarh,2020,4,Raigarh,285081,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,4,Janjgir Champa,280474,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2020,4,Korba,225683,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2020,4,Rajnandgaon,185815,21.166667,81.0,Central Region
Chhattisgarh,2020,4,Baloda Bazar,166144,21.6632098,82.1493121,Central Region
Chhattisgarh,2020,4,Surguja,137221,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2020,4,Mahasamund,129536,21.113837,82.092952,Central Region
Chhattisgarh,2021,1,Raipur,800224,21.2317387,81.6401796,Central Region
Chhattisgarh,2021,1,Durg,498453,21.1874054,81.2793137,Central Region
Chhattisgarh,2021,1,Bilaspur,413692,22.4082821,82.3921724,Central Region
Chhattisgarh,2021,1,Raigarh,306712,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,1,Janjgir Champa,301931,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,1,Korba,243030,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2021,1,Rajnandgaon,200572,21.166667,81.0,Central Region
Chhattisgarh,2021,1,Baloda Bazar,178486,21.6632098,82.1493121,Central Region
Chhattisgarh,2021,1,Surguja,147969,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2021,1,Mahasamund,139572,21.113837,82.092952,Central Region
Chhattisgarh,2021,2,Raipur,855848,21.2317387,81.6401796,Central Region
Chhattisgarh,2021,2,Durg,531550,21.1874054,81.2793137,Central Region
Chhattisgarh,2021,2,Bilaspur,442330,22.4082821,82.3921724,Central Region
Chhattisgarh,2021,2,Raigarh,328664,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,2,Janjgir Champa,322297,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,2,Korba,260168,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2021,2,Rajnandgaon,215143,21.166667,81.0,Central Region
Chhattisgarh,2021,2,Baloda Bazar,191114,21.6632098,82.1493121,Central Region
Chhattisgarh,2021,2,Surguja,158949,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2021,2,Mahasamund,149983,21.113837,82.092952,Central Region
Chhattisgarh,2021,3,Raipur,917950,21.2317387,81.6401796,Central Region
Chhattisgarh,2021,3,Durg,568361,21.1874054,81.2793137,Central Region
Chhattisgarh,2021,3,Bilaspur,474660,22.4082821,82.3921724,Central Region
Chhattisgarh,2021,3,Raigarh,354087,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,3,Janjgir Champa,346366,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,3,Korba,279897,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2021,3,Rajnandgaon,232140,21.166667,81.0,Central Region
Chhattisgarh,2021,3,Baloda Bazar,205941,21.6632098,82.1493121,Central Region
Chhattisgarh,2021,3,Surguja,171276,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2021,3,Mahasamund,161893,21.113837,82.092952,Central Region
Chhattisgarh,2021,4,Raipur,979741,21.2317387,81.6401796,Central Region
Chhattisgarh,2021,4,Durg,604621,21.1874054,81.2793137,Central Region
Chhattisgarh,2021,4,Bilaspur,506449,22.4082821,82.3921724,Central Region
Chhattisgarh,2021,4,Raigarh,378507,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,4,Janjgir Champa,368980,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2021,4,Korba,299191,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2021,4,Rajnandgaon,248230,21.166667,81.0,Central Region
Chhattisgarh,2021,4,Baloda Bazar,220188,21.6632098,82.1493121,Central Region
Chhattisgarh,2021,4,Surguja,183559,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2021,4,Mahasamund,173519,21.113837,82.092952,Central Region
Chhattisgarh,2022,1,Raipur,1038105,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,1,Durg,639688,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,1,Bilaspur,537617,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,1,Raigarh,403164,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,1,Janjgir Champa,392285,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,1,Korba,317604,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2022,1,Rajnandgaon,264326,21.166667,81.0,Central Region
Chhattisgarh,2022,1,Baloda Bazar,234464,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,1,Surguja,195440,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2022,1,Mahasamund,185227,21.113837,82.092952,Central Region
Chhattisgarh,2022,2,Raipur,1093318,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,2,Durg,672947,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,2,Bilaspur,566475,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,2,Raigarh,425526,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,2,Janjgir Champa,414133,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,2,Korba,334672,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2022,2,Rajnandgaon,278724,21.166667,81.0,Central Region
Chhattisgarh,2022,2,Baloda Bazar,247634,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,2,Surguja,206354,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2022,2,Mahasamund,195406,21.113837,82.092952,Central Region
Chhattisgarh,2022,3,Raipur,1150501,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,3,Durg,707241,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,3,Bilaspur,596003,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,3,Raigarh,448366,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,3,Janjgir Champa,436349,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,3,Korba,352198,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2022,3,Rajnandgaon,292804,21.166667,81.0,Central Region
Chhattisgarh,2022,3,Baloda Bazar,260632,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,3,Surguja,217313,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2022,3,Mahasamund,205270,21.113837,82.092952,Central Region
Chhattisgarh,2022,4,Raipur,1205632,21.2317387,81.6401796,Central Region
Chhattisgarh,2022,4,Durg,740173,21.1874054,81.2793137,Central Region
Chhattisgarh,2022,4,Bilaspur,622644,22.4082821,82.3921724,Central Region
Chhattisgarh,2022,4,Raigarh,468010,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,4,Janjgir Champa,455430,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2022,4,Korba,368179,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2022,4,Rajnandgaon,304353,21.166667,81.0,Central Region
Chhattisgarh,2022,4,Baloda Bazar,271259,21.6632098,82.1493121,Central Region
Chhattisgarh,2022,4,Surguja,226706,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2022,4,Mahasamund,213189,21.113837,82.092952,Central Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Dadra and Nagar Haveli,32028,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Daman,18677,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,1,Diu,2553,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Dadra and Nagar Haveli,43085,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Daman,25144,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,2,Diu,3229,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Dadra and Nagar Haveli,55626,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Daman,32651,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,3,Diu,3830,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Dadra and Nagar Haveli,69833,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Daman,42069,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2018,4,Diu,4609,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Dadra and Nagar Haveli,83987,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Daman,51093,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,1,Diu,5452,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Dadra and Nagar Haveli,94382,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Daman,58005,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,2,Diu,6193,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Dadra and Nagar Haveli,105329,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Daman,64854,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,3,Diu,6746,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Dadra and Nagar Haveli,117805,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Daman,72470,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2019,4,Diu,7323,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Dadra and Nagar Haveli,130255,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Daman,80329,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,1,Diu,7912,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Dadra and Nagar Haveli,146003,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Daman,90016,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,2,Diu,8795,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Dadra and Nagar Haveli,160183,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Daman,98108,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,3,Diu,9655,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Dadra and Nagar Haveli,177432,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Daman,108511,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,Diu,10550,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Dadra and Nagar Haveli,192262,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Daman,117728,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,Diu,11406,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Dadra and Nagar Haveli,206516,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Daman,126258,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,Diu,12220,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Dadra and Nagar Haveli,222731,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Daman,135976,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,Diu,13167,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Dadra and Nagar Haveli,239110,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Daman,145806,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,Diu,14047,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Dadra and Nagar Haveli,254577,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Daman,155029,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,Diu,14964,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Dadra and Nagar Haveli,269344,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Daman,163861,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,2,Diu,15811,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Dadra and Nagar Haveli,284923,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Daman,173219,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,3,Diu,16665,20.7159534,70.9785005,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Dadra and Nagar Haveli,300217,20.32272882809029,72.96509449334391,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Daman,182481,20.416667,72.883333,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,4,Diu,17427,20.7159534,70.9785005,Western Region
Delhi,2018,1,West Delhi,308558,28.64817722181,77.09084510018437,Northern Region
Delhi,2018,1,South East Delhi,251213,28.53562293151731,77.26959444749815,Northern Region
Delhi,2018,1,North West Delhi,223679,28.7022706718,77.105726065556,Northern Region
Delhi,2018,1,New Delhi,212008,28.6162182361102,77.20963693950131,Northern Region
Delhi,2018,1,Central Delhi,202723,28.71578752764242,77.1148936441799,Northern Region
Delhi,2018,1,South West Delhi,179197,28.60195304371949,77.035530803848,Northern Region
Delhi,2018,1,North Delhi,173622,28.72837890951385,77.1672315398,Northern Region
Delhi,2018,1,East Delhi,169295,28.54206225591,77.295723161089,Northern Region
Delhi,2018,1,South Delhi,156706,28.53748398786314,77.19792895694593,Northern Region
Delhi,2018,1,Shahdara,114549,28.67761171690832,77.290354062108,Northern Region
Delhi,2018,2,West Delhi,406877,28.64817722181,77.09084510018437,Northern Region
Delhi,2018,2,South East Delhi,333350,28.53562293151731,77.26959444749815,Northern Region
